id,pred,conf,abstain,source name
210,AGN,0.8344270484175579,False,2CXO J001739.8+162328
211,Binaries,0.6084504554230625,False,2CXO J001758.0-102858
213,AGN,0.6483880775804759,False,2CXO J001811.7-101447
214,Binaries,0.6328436757300865,False,2CXO J001813.0+300354
215,AGN,0.7603214243230562,False,2CXO J001814.5-102439
216,,0.0,True,2CXO J001817.8+301332
219,AGN,0.6429163703585455,False,2CXO J001828.4+162759
223,AGN,0.7387634324959763,False,2CXO J001837.9+163909
224,Binaries,0.6941133779396821,False,2CXO J001845.7+163345
226,,0.0,True,2CXO J001852.2-102554
227,Binaries,0.5270261756467102,False,2CXO J001853.5+162750
236,AGN,0.7397093268839053,False,2CXO J001951.8-705701
237,YSO,0.46572620161793477,False,2CXO J001954.3+155741
242,Binaries,0.47879697739202187,False,2CXO J002024.4+591525
243,YSO,0.5051743844086266,False,2CXO J002024.4+591525
244,YSO,0.45429762297612636,False,2CXO J002024.4+591525
259,YSO,0.45429762297612636,False,2CXO J002030.2+791849
262,Stars,0.5076803614257028,False,2CXO J002111.3-084140
263,AGN,0.6902347007756781,False,2CXO J002111.7-084414
264,AGN,0.6521711855643729,False,2CXO J002112.2-053006
267,AGN,0.4773647438174889,False,2CXO J002132.7+591438
270,,0.0,True,2CXO J002203.2-003604
271,AGN,0.8311758200481045,False,2CXO J002205.3-003019
278,AGN,0.6481522907379115,False,2CXO J002245.2-715909
279,Binaries,0.602384778562747,False,2CXO J002245.2-715909
283,AGN,0.6742173107146437,False,2CXO J002301.3+042320
284,AGN,0.8260870990175344,False,2CXO J002305.9-720648
285,AGN,0.7746237970594235,False,2CXO J002305.9-720648
286,AGN,0.5917672937782947,False,2CXO J002305.9-720648
287,AGN,0.7311157410025152,False,2CXO J002305.9-720648
288,AGN,0.4814963021664658,False,2CXO J002307.8-721315
289,Binaries,0.6273105948749274,False,2CXO J002311.5+002648
290,AGN,0.8297161741773799,False,2CXO J002313.1-720131
291,AGN,0.7224303282089063,False,2CXO J002313.1-720131
292,AGN,0.7326027986300513,False,2CXO J002313.1-720131
293,AGN,0.789968082278237,False,2CXO J002316.1-720733
294,AGN,0.46637762445639586,False,2CXO J002316.1-720733
295,AGN,0.45332749018948565,False,2CXO J002316.1-720733
296,Binaries,0.5685817491765508,False,2CXO J002316.1-720733
298,YSO,0.4501136842281246,False,2CXO J002330.0+002337
299,AGN,0.770510374310801,False,2CXO J002330.7+001558
302,,0.0,True,2CXO J002337.1-721826
303,AGN,0.7775304132998175,False,2CXO J002337.1-721826
304,AGN,0.7944767349061497,False,2CXO J002337.1-721826
305,AGN,0.7166433211932075,False,2CXO J002337.5+041700
308,YSO,0.6791540419676982,False,2CXO J002345.2-015511
332,Binaries,0.4875607345436203,False,2CXO J002402.0+043126
406,YSO,0.46572620161793477,False,2CXO J002406.4-720443
407,Stars,0.47744703316959164,False,2CXO J002406.4-720443
408,YSO,0.46572620161793477,False,2CXO J002406.4-720443
409,YSO,0.46572620161793477,False,2CXO J002406.4-720443
410,YSO,0.46572620161793477,False,2CXO J002406.4-720443
411,YSO,0.46572620161793477,False,2CXO J002406.4-720443
412,YSO,0.46572620161793477,False,2CXO J002406.4-720443
413,YSO,0.46572620161793477,False,2CXO J002406.4-720443
414,YSO,0.46572620161793477,False,2CXO J002406.4-720443
440,AGN,0.6252692824127184,False,2CXO J002427.9+242513
441,YSO,0.7809065159739912,False,2CXO J002432.1+640812
443,AGN,0.8325989901494101,False,2CXO J002434.1+241403
445,YSO,0.5702638160609619,False,2CXO J002441.0+642032
446,AGN,0.8140056785130643,False,2CXO J002443.3-721825
447,AGN,0.6045689457726069,False,2CXO J002443.3-721825
448,AGN,0.9280265971434645,False,2CXO J002446.8-721235
449,AGN,0.8624902233928625,False,2CXO J002446.8-721235
450,AGN,0.7029164406789427,False,2CXO J002446.8-721235
451,AGN,0.677014113535142,False,2CXO J002457.0-720651
452,AGN,0.5933679481257937,False,2CXO J002457.0-720651
453,AGN,0.765810771074267,False,2CXO J002457.0-720651
