source_name,n_detections,n_classified,n_abstained,final_classification,agreement_count,agreement_rate,n_unique_classes,all_classes,avg_confidence_final_class,avg_confidence_all,interestingness_score,bmu_x,bmu_y,edge_bmu,truncated_R
2CXO J053933.4+261950,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6266,0.6266,0.0,28,31,False,False
2CXO J053934.5+692957,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,22,33,False,False
2CXO J053939.5-285733,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,30,31,False,False
2CXO J053948.5-285822,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,5,7,False,False
2CXO J053954.0+771434,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6217,0.6217,0.0,32,9,False,False
2CXO J053958.8+771914,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,25,False,False
2CXO J053959.4+771644,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7092,0.7092,0.0,18,11,False,False
2CXO J054001.3+335121,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,18,17,False,False
2CXO J054012.7+772025,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,21,False,False
2CXO J054023.2+333518,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5327,0.5327,0.0,24,14,False,False
2CXO J054034.1-283108,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6429,0.6429,0.0,1,2,False,False
2CXO J054054.2-284347,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7746,0.7746,0.0,13,2,False,False
2CXO J054113.3+772030,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,23,False,False
2CXO J054141.6+064053,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8268,0.8268,0.0,17,12,False,False
2CXO J054143.2-020353,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,14,35,False,False
2CXO J054152.9-410706,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7554,0.7554,0.0,13,16,False,False
2CXO J054226.0-405847,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6735,0.6735,0.0,21,22,False,False
2CXO J054238.5+693744,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5949,0.5949,0.0,35,20,False,False
2CXO J054248.5+772824,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6647,0.6647,0.0,38,8,False,False
2CXO J054248.5-405311,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6521,0.6521,0.0,34,20,False,False
2CXO J054255.1-405957,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.597,0.597,0.0,22,25,False,False
2CXO J054256.5+771735,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.663,0.663,0.0,14,11,False,False
2CXO J054319.3-405751,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7392,0.7392,0.0,8,27,False,False
2CXO J054347.4+771415,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6207,0.6207,0.0,26,16,False,False
2CXO J054359.7+692933,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7008,0.7008,0.0,29,1,False,False
2CXO J054506.1-534531,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6045,0.6045,0.0,6,7,False,False
2CXO J054550.5+000633,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,31,False,False
2CXO J054553.9+085729,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,16,False,False
2CXO J054554.1-453249,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,24,3,False,False
2CXO J054556.3+000709,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6589,0.6589,0.0,26,32,False,False
2CXO J054557.2+692054,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7033,0.7033,0.0,36,14,False,False
2CXO J054612.5+001112,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6572,0.6572,0.0,16,23,False,False
2CXO J054626.6-385141,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,21,False,False
2CXO J054633.1+000622,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,27,False,True
2CXO J054634.0+000648,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,27,False,True
2CXO J054638.9+351129,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,14,False,False
2CXO J054640.0-453245,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5275,0.5275,0.0,15,11,False,False
2CXO J054647.4+000336,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6811,0.6811,0.0,28,33,False,False
2CXO J054657.9-694347,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,21,False,False
2CXO J054701.5-390426,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,2,19,False,False
2CXO J054706.1-452655,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6635,0.6635,0.0,14,10,False,False
2CXO J054711.9+000734,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,38,False,False
2CXO J054712.6-701353,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6005,0.6005,0.0,20,11,False,False
2CXO J054717.8-000049,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,39,True,True
2CXO J054735.9-702615,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,26,18,False,False
2CXO J054755.2-452934,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7016,0.7016,0.0,4,16,False,False
2CXO J054815.9-702738,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6941,0.6941,0.0,9,1,False,False
2CXO J054816.1-701911,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,21,18,False,False
2CXO J055008.5-702540,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,19,14,False,False
2CXO J055011.4-683207,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,28,22,False,False
2CXO J055017.3-681125,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7943,0.7943,0.0,28,4,False,False
2CXO J055019.7-681607,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,30,21,False,False
2CXO J055022.4-681059,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,23,11,False,False
2CXO J055032.2-702631,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,18,False,False
2CXO J055035.3-681244,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7921,0.7921,0.0,28,7,False,False
2CXO J055037.4-681658,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,21,12,False,False
2CXO J055110.1-693209,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,21,12,False,False
2CXO J055112.3-681725,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,19,False,False
2CXO J055126.5-692542,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,25,False,False
2CXO J055144.6-692538,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,24,16,False,False
2CXO J055203.0+323625,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,25,False,False
2CXO J055213.6+024209,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,29,14,False,False
2CXO J055215.5+324015,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,27,20,False,False
2CXO J055230.9-570742,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,2,14,False,False
2CXO J055231.2+293742,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8154,0.8154,0.0,16,13,False,False
2CXO J055232.9+322629,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,13,False,False
2CXO J055234.9+322646,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,31,12,False,False
2CXO J055236.6+025047,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,31,14,False,False
2CXO J055244.5+322832,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,27,18,False,False
2CXO J055245.9-692628,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,24,29,False,False
2CXO J055253.2-335140,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6851,0.6851,0.0,22,16,False,False
2CXO J055316.8-681856,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,2,False,False
2CXO J055318.9+323135,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,8,1,False,False
2CXO J055323.2+323139,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.6645,0.6645,0.0,34,0,True,True
2CXO J055340.7-334405,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5562,0.5562,0.0,23,31,False,False
2CXO J055348.7-334617,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8333,0.8333,0.0,17,9,False,False
2CXO J055411.4-691952,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,5,5,False,False
2CXO J055425.4-675538,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5858,0.5858,0.0,13,8,False,False
2CXO J055500.2-681159,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,3,False,False
2CXO J055505.0-641316,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8467,0.8467,0.0,5,9,False,False
2CXO J055625.9+461046,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7723,0.7723,0.0,23,37,False,False
2CXO J055701.6-675705,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6328,0.6328,0.0,29,8,False,False
2CXO J055714.6-680516,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8333,0.8333,0.0,17,9,False,False
2CXO J055720.0+460900,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,17,26,False,False
2CXO J055724.6-675616,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,26,0,True,True
2CXO J055930.4-523833,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,18,37,False,False
2CXO J055943.0+371246,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.6175,0.6175,0.0,5,39,True,True
2CXO J060010.2-234007,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6793,0.6793,0.0,12,18,False,False
2CXO J060027.0-525047,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,13,False,False
2CXO J060108.7-234017,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,6,4,False,False
2CXO J060113.5-233707,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8431,0.8431,0.0,16,7,False,False
2CXO J060123.0-233151,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6928,0.6928,0.0,10,12,False,False
2CXO J060131.6-233711,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,23,21,False,False
2CXO J060200.2-400450,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,27,22,False,False
2CXO J060202.8+164107,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5703,0.5703,0.0,33,39,True,True
2CXO J060212.4-400619,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,24,39,True,True
2CXO J060244.8+421821,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6851,0.6851,0.0,22,16,False,False
2CXO J060247.6-400322,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5275,0.5275,0.0,15,11,False,False
2CXO J060329.2+420718,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7248,0.7248,0.0,16,21,False,False
2CXO J060727.7-060715,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,28,23,False,False
2CXO J060729.7+243439,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,11,False,False
2CXO J060731.7+222126,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,39,True,True
2CXO J060732.2-061215,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5703,0.5703,0.0,33,39,True,True
2CXO J060735.5-615541,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,4,30,False,False
2CXO J060739.8-265320,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6484,0.6484,0.0,10,6,False,False
2CXO J060745.4-062931,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,0,7,True,True
2CXO J060832.6+242111,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,12,False,False
2CXO J060852.8-444024,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,17,26,False,False
2CXO J060927.9+223628,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,19,39,True,True
2CXO J060928.5+241531,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.693,0.693,0.0,25,37,False,False
2CXO J061010.4-055734,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,22,38,False,False
2CXO J061013.1-060230,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,17,False,False
2CXO J061017.8+223417,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,39,True,True
2CXO J061343.5+710727,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,0,19,True,True
2CXO J061606.5-220606,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,23,False,False
2CXO J061620.7-215621,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5966,0.5966,0.0,33,13,False,False
2CXO J061634.8-394345,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,17,38,False,False
2CXO J061652.5-394848,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8843,0.8843,0.0,16,8,False,False
2CXO J061704.8+222138,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,5,True,True
2CXO J061706.2+222649,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6028,0.6028,0.0,38,18,False,False
2CXO J061714.5-394403,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6036,0.6036,0.0,10,32,False,False
2CXO J061719.5-521916,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7141,0.7141,0.0,7,6,False,False
2CXO J061733.3-575708,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,18,31,False,False
2CXO J061755.2+224041,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5495,0.5495,0.0,5,28,False,False
2CXO J061806.5+222828,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7111,0.7111,0.0,38,2,False,False
2CXO J061856.0-705245,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,18,False,False
2CXO J061911.3-622502,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6671,0.6671,0.0,25,34,False,False
2CXO J061924.3-580551,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6496,0.6496,0.0,38,27,False,False
2CXO J061943.3-575337,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7667,0.7667,0.0,7,24,False,False
2CXO J062048.5-621634,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8551,0.8551,0.0,7,22,False,False
2CXO J062049.5-705313,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8157,0.8157,0.0,14,1,False,False
2CXO J062053.9-622315,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7809,0.7809,0.0,26,37,False,False
2CXO J062113.0-271220,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7468,0.7468,0.0,21,23,False,False
2CXO J062151.9-620914,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,26,0,True,True
2CXO J062155.6-270742,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.794,0.794,0.0,11,18,False,False
2CXO J062157.1-002217,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,26,False,False
2CXO J062158.2-621747,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7888,0.7888,0.0,15,7,False,False
2CXO J062158.3-002536,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,23,15,False,False
2CXO J062219.7-621717,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6659,0.6659,0.0,7,11,False,False
2CXO J062220.0-002541,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,20,False,False
2CXO J062233.8-622526,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,18,17,False,False
2CXO J062236.2+821952,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8687,0.8687,0.0,18,0,True,True
2CXO J062254.6-001738,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,0,7,True,True
2CXO J062258.1-001100,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8163,0.8163,0.0,18,24,False,False
2CXO J062313.5-001244,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6027,0.6027,0.0,33,6,False,False
2CXO J062314.9-000928,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,27,19,False,False
2CXO J062327.2+743756,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,1,0,True,True
2CXO J062343.1-002103,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.6689,0.6689,0.0,3,34,False,False
2CXO J062345.8+821543,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5421,0.5421,0.0,17,19,False,False
2CXO J062448.2-541257,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,14,False,False
2CXO J062456.3+821906,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8339,0.8339,0.0,15,0,True,True
2CXO J062623.6-540452,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6382,0.6382,0.0,3,11,False,False
2CXO J062648.6-543208,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,17,False,False
2CXO J062651.3-540208,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,0,3,True,True
2CXO J062655.5-353130,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5862,0.5862,0.0,21,21,False,False
2CXO J062720.0-533043,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8509,0.8509,0.0,18,7,False,False
2CXO J062742.7-543830,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,24,6,False,False
2CXO J062805.9-470606,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,3,33,False,False
2CXO J062813.5+815002,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,21,29,False,False
2CXO J062847.1-044441,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,31,17,False,False
2CXO J062909.0-045321,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7398,0.7398,0.0,12,26,False,False
2CXO J062917.7+820534,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,22,21,False,False
2CXO J063107.4+112753,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,31,True,True
2CXO J063209.7+820202,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6328,0.6328,0.0,29,8,False,False
2CXO J063223.2+050101,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5463,0.5463,0.0,7,1,False,False
2CXO J063354.2+174616,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.9463,0.9463,0.0,19,2,False,False
2CXO J063357.1+174049,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,39,True,True
2CXO J063439.6+040824,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,39,21,True,True
2CXO J063554.8-800814,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5847,0.5847,0.0,33,20,False,False
2CXO J063716.7-482801,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,21,12,False,False
2CXO J063735.7-481418,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,13,21,False,False
2CXO J063755.9+474811,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,20,27,False,False
2CXO J063820.7-535738,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,18,14,False,False
2CXO J063836.5-535548,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.8073,0.8073,0.0,27,34,False,False
2CXO J063859.5-541010,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7439,0.7439,0.0,28,36,False,False
2CXO J063923.1+055301,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,14,30,False,False
2CXO J063924.8+055438,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,17,False,False
2CXO J063942.6-512018,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5759,0.5759,0.0,16,26,False,False
2CXO J063943.4+055318,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,38,25,False,False
2CXO J064014.9-540645,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5681,0.5681,0.0,15,10,False,False
2CXO J064037.1-511422,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7132,0.7132,0.0,17,10,False,False
2CXO J064105.7+093448,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7938,0.7938,0.0,38,36,False,False
2CXO J064124.4-512712,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,24,29,False,False
2CXO J064126.4-801048,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6206,0.6206,0.0,23,27,False,False
2CXO J064134.3-742102,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.5601,0.5601,0.0,34,14,False,False
2CXO J064145.2+094703,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,18,False,False
2CXO J064322.2-273240,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,8,4,False,False
2CXO J064327.5-741136,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6861,0.6861,0.0,24,1,False,False
2CXO J064812.5+554213,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.6105,0.6105,0.0,4,39,True,True
2CXO J064813.0+554214,1,1,0,Stars,1,1.0,1,{'Stars': 1},0.6105,0.6105,0.0,4,39,True,True
2CXO J064904.6-043237,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,15,False,False
2CXO J065045.5+412241,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,23,16,False,False
2CXO J065105.7+414223,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,38,10,False,False
2CXO J065132.2+741643,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,29,False,False
2CXO J065135.0+692857,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8513,0.8513,0.0,15,15,False,False
2CXO J065237.6+742420,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6865,0.6865,0.0,5,13,False,False
2CXO J065306.7+691643,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,5,5,False,False
2CXO J065332.6+541752,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6681,0.6681,0.0,13,0,True,True
2CXO J065359.9+692057,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,27,23,False,False
2CXO J065525.6+692209,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8346,0.8346,0.0,20,7,False,False
2CXO J065546.1+541245,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,8,4,False,False
2CXO J065547.5+692549,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7311,0.7311,0.0,17,22,False,False
2CXO J065557.4-524621,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,6,27,False,False
2CXO J065639.9+540841,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.632,0.632,0.0,3,19,False,False
2CXO J065644.4-560316,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,8,False,False
2CXO J065703.9-560247,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,21,17,False,False
2CXO J065711.0-560643,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7382,0.7382,0.0,16,20,False,False
2CXO J065714.7-555557,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,30,9,False,False
2CXO J065727.5-554758,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,22,30,False,False
2CXO J065744.0-560817,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,21,33,False,False
2CXO J065857.2-555309,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.5862,0.5862,0.0,21,21,False,False
2CXO J065914.6-040154,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,37,19,False,False
2CXO J065921.7-040155,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,39,True,True
2CXO J065923.2-554718,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8214,0.8214,0.0,8,14,False,False
2CXO J065948.1+141421,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,28,0,True,True
2CXO J070330.3-113202,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,35,3,False,False
2CXO J070337.2-113114,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6418,0.6418,0.0,7,8,False,False
2CXO J070355.8-112755,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.5359,0.5359,0.0,26,39,True,True
2CXO J070401.5-112328,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,6,1,False,False
2CXO J070403.5-112329,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,33,15,False,False
2CXO J070406.4-112319,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.7909,0.7909,0.0,28,6,False,False
2CXO J070415.9-112356,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,2,25,False,False
2CXO J070430.7-035250,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,34,24,False,False
2CXO J070806.6+745251,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,29,False,False
2CXO J070912.3-004625,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,32,3,False,False
2CXO J070912.5-152703,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6668,0.6668,0.0,25,8,False,False
2CXO J070926.2-005239,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8333,0.8333,0.0,17,9,False,False
2CXO J071018.3-005450,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,23,7,False,False
2CXO J071034.7-560956,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,16,37,False,False
2CXO J071102.2-560628,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6804,0.6804,0.0,15,12,False,False
2CXO J071115.8+200104,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.6161,0.6161,0.0,3,16,False,False
2CXO J071359.7-431707,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,11,22,False,False
2CXO J071528.7-291743,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,19,14,False,False
2CXO J071540.9+470852,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,36,26,False,False
2CXO J071627.5+470639,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.644,0.644,0.0,4,23,False,False
2CXO J071628.4+372047,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7191,0.7191,0.0,3,12,False,False
2CXO J071635.5+371802,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8202,0.8202,0.0,5,19,False,False
2CXO J071652.1+371637,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.8622,0.8622,0.0,15,2,False,False
2CXO J071658.1+371844,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,25,4,False,False
2CXO J071709.8+471300,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.7468,0.7468,0.0,21,23,False,False
2CXO J071713.0+375128,1,1,0,Binaries,1,1.0,1,{'Binaries': 1},0.6338,0.6338,0.0,28,8,False,False
2CXO J071726.5+375504,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,1,0,True,True
2CXO J071729.2+471440,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,19,17,False,False
2CXO J071730.7+375417,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,21,26,False,False
2CXO J071803.5+375204,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.6436,0.6436,0.0,0,9,True,True
2CXO J071815.2+375318,1,0,1,,0,0.0,0,{},0.0,0.0,0.0,13,22,False,False
2CXO J071817.4+373827,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.839,0.839,0.0,15,8,False,False
2CXO J071828.1+374438,1,1,0,AGN,1,1.0,1,{'AGN': 1},0.634,0.634,0.0,15,22,False,False
2CXO J071842.0-245759,1,1,0,YSO,1,1.0,1,{'YSO': 1},0.7495,0.7495,0.0,25,35,False,False
